x-axis,1,2,3
second,Volt,Volt,Volt
+16.85000E-03,+2.71875000E+00,+3.53749990E+00,+3.36875010E+00
+16.86000E-03,+2.53125000E+00,+3.44374990E+00,+3.24375010E+00
+16.87000E-03,+2.37500000E+00,+3.34999990E+00,+2.99375010E+00
+16.88000E-03,+2.12500000E+00,+3.22499990E+00,+2.77500010E+00
+16.89000E-03,+2.00000000E+00,+3.03749990E+00,+2.58750010E+00
+16.90000E-03,+1.90625000E+00,+2.88124990E+00,+2.36875010E+00
+16.91000E-03,+1.75000000E+00,+2.69374990E+00,+2.08750010E+00
+16.92000E-03,+1.68750000E+00,+2.50624990E+00,+1.86875010E+00
+16.93000E-03,+1.56250000E+00,+2.28749990E+00,+1.68125010E+00
+16.94000E-03,+1.56250000E+00,+2.09999990E+00,+1.46250010E+00
+16.95000E-03,+1.46875000E+00,+1.88124990E+00,+1.36875010E+00
+16.96000E-03,+1.46875000E+00,+1.72499990E+00,+1.21250010E+00
+16.97000E-03,+1.53125000E+00,+1.56874990E+00,+1.18125010E+00
+16.98000E-03,+1.65625000E+00,+1.44374990E+00,+1.11875010E+00
+16.99000E-03,+1.75000000E+00,+1.38124990E+00,+1.18125010E+00
+17.00000E-03,+1.90625000E+00,+1.34999990E+00,+1.24375010E+00
+17.01000E-03,+2.00000000E+00,+1.34999990E+00,+1.33750010E+00
+17.02000E-03,+2.18750000E+00,+1.34999990E+00,+1.49375010E+00
+17.03000E-03,+2.37500000E+00,+1.41249990E+00,+1.68125010E+00
+17.04000E-03,+2.53125000E+00,+1.59999990E+00,+1.90000010E+00
+17.05000E-03,+2.75000000E+00,+1.66249990E+00,+2.08750010E+00
+17.06000E-03,+2.90625000E+00,+1.84999990E+00,+2.36875010E+00
+17.07000E-03,+3.09375000E+00,+2.03749990E+00,+2.58750010E+00
+17.08000E-03,+3.15625000E+00,+2.25624990E+00,+2.86875010E+00
+17.09000E-03,+3.28125000E+00,+2.44374990E+00,+3.05625010E+00
+17.10000E-03,+3.28125000E+00,+2.66249990E+00,+3.27500010E+00
+17.11000E-03,+3.34375000E+00,+2.88124990E+00,+3.46250010E+00
+17.12000E-03,+3.31250000E+00,+3.06874990E+00,+3.61875010E+00
+17.13000E-03,+3.28125000E+00,+3.19374990E+00,+3.65000010E+00
+17.14000E-03,+3.18750000E+00,+3.38124990E+00,+3.71250010E+00
+17.15000E-03,+3.09375000E+00,+3.47499990E+00,+3.74375010E+00
+17.16000E-03,+2.93750000E+00,+3.53749990E+00,+3.65000010E+00
+17.17000E-03,+2.81250000E+00,+3.56874990E+00,+3.52500010E+00
+17.18000E-03,+2.59375000E+00,+3.50624990E+00,+3.36875010E+00
+17.19000E-03,+2.40625000E+00,+3.50624990E+00,+3.21250010E+00
+17.20000E-03,+2.25000000E+00,+3.34999990E+00,+2.96250010E+00
+17.21000E-03,+2.03125000E+00,+3.22499990E+00,+2.74375010E+00
+17.22000E-03,+1.87500000E+00,+3.03749990E+00,+2.46250010E+00
+17.23000E-03,+1.71875000E+00,+2.81874990E+00,+2.21250010E+00
+17.24000E-03,+1.65625000E+00,+2.63124990E+00,+1.96250010E+00
+17.25000E-03,+1.56250000E+00,+2.41249990E+00,+1.74375010E+00
+17.26000E-03,+1.50000000E+00,+2.19374990E+00,+1.49375010E+00
+17.27000E-03,+1.46875000E+00,+1.94374990E+00,+1.33750010E+00
+17.28000E-03,+1.50000000E+00,+1.75624990E+00,+1.21250010E+00
+17.29000E-03,+1.59375000E+00,+1.59999990E+00,+1.11875010E+00
+17.30000E-03,+1.71875000E+00,+1.47499990E+00,+1.15000010E+00
+17.31000E-03,+1.87500000E+00,+1.31874990E+00,+1.21250010E+00
+17.32000E-03,+2.03125000E+00,+1.34999990E+00,+1.24375010E+00
+17.33000E-03,+2.18750000E+00,+1.31874990E+00,+1.40000010E+00
+17.34000E-03,+2.40625000E+00,+1.41249990E+00,+1.58750010E+00
+17.35000E-03,+2.59375000E+00,+1.47499990E+00,+1.83750010E+00
+17.36000E-03,+2.75000000E+00,+1.59999990E+00,+2.02500010E+00
+17.37000E-03,+2.93750000E+00,+1.78749990E+00,+2.30625010E+00
+17.38000E-03,+3.09375000E+00,+2.00624990E+00,+2.55625010E+00
+17.39000E-03,+3.21875000E+00,+2.19374990E+00,+2.86875010E+00
+17.40000E-03,+3.28125000E+00,+2.44374990E+00,+3.08750010E+00
+17.41000E-03,+3.34375000E+00,+2.66249990E+00,+3.33750010E+00
+17.42000E-03,+3.34375000E+00,+2.84999990E+00,+3.49375010E+00
+17.43000E-03,+3.28125000E+00,+3.09999990E+00,+3.65000010E+00
+17.44000E-03,+3.21875000E+00,+3.25624990E+00,+3.71250010E+00
+17.45000E-03,+3.03125000E+00,+3.38124990E+00,+3.74375010E+00
+17.46000E-03,+2.90625000E+00,+3.44374990E+00,+3.65000010E+00
+17.47000E-03,+2.71875000E+00,+3.50624990E+00,+3.52500010E+00
+17.48000E-03,+2.56250000E+00,+3.50624990E+00,+3.43125010E+00
+17.49000E-03,+2.31250000E+00,+3.50624990E+00,+3.24375010E+00
+17.50000E-03,+2.12500000E+00,+3.34999990E+00,+2.99375010E+00
+17.51000E-03,+1.93750000E+00,+3.22499990E+00,+2.74375010E+00
+17.52000E-03,+1.78125000E+00,+3.03749990E+00,+2.46250010E+00
+17.53000E-03,+1.62500000E+00,+2.84999990E+00,+2.18125010E+00
+17.54000E-03,+1.59375000E+00,+2.63124990E+00,+1.86875010E+00
+17.55000E-03,+1.46875000E+00,+2.34999990E+00,+1.68125010E+00
+17.56000E-03,+1.50000000E+00,+2.13124990E+00,+1.46250010E+00
+17.57000E-03,+1.50000000E+00,+1.91249990E+00,+1.27500010E+00
+17.58000E-03,+1.62500000E+00,+1.72499990E+00,+1.21250010E+00
+17.59000E-03,+1.75000000E+00,+1.53749990E+00,+1.18125010E+00
+17.60000E-03,+1.90625000E+00,+1.44374990E+00,+1.15000010E+00
+17.61000E-03,+2.09375000E+00,+1.38124990E+00,+1.24375010E+00
+17.62000E-03,+2.34375000E+00,+1.38124990E+00,+1.40000010E+00
+17.63000E-03,+2.50000000E+00,+1.41249990E+00,+1.58750010E+00
+17.64000E-03,+2.71875000E+00,+1.50624990E+00,+1.80625010E+00
+17.65000E-03,+2.93750000E+00,+1.59999990E+00,+2.11875010E+00
+17.66000E-03,+3.09375000E+00,+1.84999990E+00,+2.36875010E+00
+17.67000E-03,+3.18750000E+00,+1.97499990E+00,+2.71250010E+00
+17.68000E-03,+3.31250000E+00,+2.22499990E+00,+2.96250010E+00
+17.69000E-03,+3.31250000E+00,+2.50624990E+00,+3.15000010E+00
+17.70000E-03,+3.31250000E+00,+2.72499990E+00,+3.36875010E+00
+17.71000E-03,+3.28125000E+00,+2.91249990E+00,+3.55625010E+00
+17.72000E-03,+3.12500000E+00,+3.13124990E+00,+3.68125010E+00
+17.73000E-03,+3.00000000E+00,+3.28749990E+00,+3.71250010E+00
+17.74000E-03,+2.84375000E+00,+3.41249990E+00,+3.65000010E+00
+17.75000E-03,+2.62500000E+00,+3.47499990E+00,+3.52500010E+00
+17.76000E-03,+2.40625000E+00,+3.47499990E+00,+3.40000010E+00
+17.77000E-03,+2.18750000E+00,+3.41249990E+00,+3.18125010E+00
+17.78000E-03,+2.00000000E+00,+3.31874990E+00,+2.93125010E+00
+17.79000E-03,+1.84375000E+00,+3.16249990E+00,+2.65000010E+00
+17.80000E-03,+1.68750000E+00,+2.97499990E+00,+2.40000010E+00
+17.81000E-03,+1.59375000E+00,+2.75624990E+00,+2.05625010E+00
+17.82000E-03,+1.46875000E+00,+2.53749990E+00,+1.80625010E+00
+17.83000E-03,+1.53125000E+00,+2.28749990E+00,+1.55625010E+00
+17.84000E-03,+1.53125000E+00,+2.03749990E+00,+1.40000010E+00
+17.85000E-03,+1.59375000E+00,+1.84999990E+00,+1.27500010E+00
+17.86000E-03,+1.81250000E+00,+1.69374990E+00,+1.18125010E+00
+17.87000E-03,+1.96875000E+00,+1.53749990E+00,+1.18125010E+00
+17.88000E-03,+2.15625000E+00,+1.47499990E+00,+1.27500010E+00
+17.89000E-03,+2.40625000E+00,+1.38124990E+00,+1.43125010E+00
+17.90000E-03,+2.65625000E+00,+1.44374990E+00,+1.58750010E+00
+17.91000E-03,+2.81250000E+00,+1.53749990E+00,+1.83750010E+00
+17.92000E-03,+3.03125000E+00,+1.66249990E+00,+2.15000010E+00
+17.93000E-03,+3.15625000E+00,+1.84999990E+00,+2.43125010E+00
+17.94000E-03,+3.28125000E+00,+2.03749990E+00,+2.71250010E+00
+17.95000E-03,+3.34375000E+00,+2.28749990E+00,+3.02500010E+00
+17.96000E-03,+3.34375000E+00,+2.56874990E+00,+3.27500010E+00
+17.97000E-03,+3.28125000E+00,+2.78749990E+00,+3.46250010E+00
+17.98000E-03,+3.12500000E+00,+2.97499990E+00,+3.55625010E+00
+17.99000E-03,+3.03125000E+00,+3.19374990E+00,+3.65000010E+00
+18.00000E-03,+2.81250000E+00,+3.34999990E+00,+3.61875010E+00
+18.01000E-03,+2.59375000E+00,+3.38124990E+00,+3.55625010E+00
+18.02000E-03,+2.37500000E+00,+3.41249990E+00,+3.40000010E+00
+18.03000E-03,+2.15625000E+00,+3.41249990E+00,+3.18125010E+00
+18.04000E-03,+1.90625000E+00,+3.28749990E+00,+2.96250010E+00
+18.05000E-03,+1.78125000E+00,+3.19374990E+00,+2.65000010E+00
+18.06000E-03,+1.62500000E+00,+2.97499990E+00,+2.36875010E+00
+18.07000E-03,+1.53125000E+00,+2.75624990E+00,+2.08750010E+00
+18.08000E-03,+1.50000000E+00,+2.50624990E+00,+1.77500010E+00
+18.09000E-03,+1.50000000E+00,+2.28749990E+00,+1.52500010E+00
+18.10000E-03,+1.62500000E+00,+2.06874990E+00,+1.40000010E+00
+18.11000E-03,+1.75000000E+00,+1.84999990E+00,+1.27500010E+00
+18.12000E-03,+1.90625000E+00,+1.66249990E+00,+1.27500010E+00
+18.13000E-03,+2.12500000E+00,+1.56874990E+00,+1.27500010E+00
+18.14000E-03,+2.37500000E+00,+1.47499990E+00,+1.40000010E+00
+18.15000E-03,+2.62500000E+00,+1.50624990E+00,+1.55625010E+00
+18.16000E-03,+2.81250000E+00,+1.50624990E+00,+1.80625010E+00
+18.17000E-03,+3.00000000E+00,+1.66249990E+00,+2.05625010E+00
+18.18000E-03,+3.18750000E+00,+1.81874990E+00,+2.33750010E+00
