x-axis,1,2,3
second,Volt,Volt,Volt
+5.15000E-03,+2.65625000E+00,+3.54999995E+00,+3.43125010E+00
+5.16000E-03,+2.50000000E+00,+3.45624995E+00,+3.27500010E+00
+5.17000E-03,+2.28125000E+00,+3.39374995E+00,+3.08750010E+00
+5.18000E-03,+2.12500000E+00,+3.26874995E+00,+2.83750010E+00
+5.19000E-03,+1.96875000E+00,+3.14374995E+00,+2.61875010E+00
+5.20000E-03,+1.84375000E+00,+2.92499995E+00,+2.33750010E+00
+5.21000E-03,+1.71875000E+00,+2.73749995E+00,+2.08750010E+00
+5.22000E-03,+1.62500000E+00,+2.51874995E+00,+1.86875010E+00
+5.23000E-03,+1.53125000E+00,+2.29999995E+00,+1.65000010E+00
+5.24000E-03,+1.50000000E+00,+2.11249995E+00,+1.49375010E+00
+5.25000E-03,+1.53125000E+00,+1.89374995E+00,+1.33750010E+00
+5.26000E-03,+1.53125000E+00,+1.73749995E+00,+1.24375010E+00
+5.27000E-03,+1.65625000E+00,+1.61249995E+00,+1.18125010E+00
+5.28000E-03,+1.71875000E+00,+1.48749995E+00,+1.18125010E+00
+5.29000E-03,+1.90625000E+00,+1.39374995E+00,+1.21250010E+00
+5.30000E-03,+2.06250000E+00,+1.33124995E+00,+1.27500010E+00
+5.31000E-03,+2.21875000E+00,+1.36249995E+00,+1.43125010E+00
+5.32000E-03,+2.43750000E+00,+1.42499995E+00,+1.65000010E+00
+5.33000E-03,+2.62500000E+00,+1.48749995E+00,+1.83750010E+00
+5.34000E-03,+2.81250000E+00,+1.61249995E+00,+2.05625010E+00
+5.35000E-03,+2.96875000E+00,+1.79999995E+00,+2.30625010E+00
+5.36000E-03,+3.15625000E+00,+1.95624995E+00,+2.55625010E+00
+5.37000E-03,+3.18750000E+00,+2.17499995E+00,+2.83750010E+00
+5.38000E-03,+3.28125000E+00,+2.36249995E+00,+3.02500010E+00
+5.39000E-03,+3.31250000E+00,+2.61249995E+00,+3.27500010E+00
+5.40000E-03,+3.34375000E+00,+2.86249995E+00,+3.46250010E+00
+5.41000E-03,+3.31250000E+00,+3.01874995E+00,+3.58750010E+00
+5.42000E-03,+3.18750000E+00,+3.17499995E+00,+3.68125010E+00
+5.43000E-03,+3.09375000E+00,+3.33124995E+00,+3.74375010E+00
+5.44000E-03,+2.96875000E+00,+3.39374995E+00,+3.71250010E+00
+5.45000E-03,+2.78125000E+00,+3.51874995E+00,+3.61875010E+00
+5.46000E-03,+2.59375000E+00,+3.48749995E+00,+3.49375010E+00
+5.47000E-03,+2.43750000E+00,+3.51874995E+00,+3.33750010E+00
+5.48000E-03,+2.21875000E+00,+3.42499995E+00,+3.15000010E+00
+5.49000E-03,+2.06250000E+00,+3.29999995E+00,+2.86875010E+00
+5.50000E-03,+1.87500000E+00,+3.14374995E+00,+2.61875010E+00
+5.51000E-03,+1.75000000E+00,+2.98749995E+00,+2.36875010E+00
+5.52000E-03,+1.65625000E+00,+2.73749995E+00,+2.11875010E+00
+5.53000E-03,+1.50000000E+00,+2.51874995E+00,+1.83750010E+00
+5.54000E-03,+1.50000000E+00,+2.33124995E+00,+1.58750010E+00
